note_id,machine_id,machine_type,timestamp,category,failure_type_hint,urgency,description
N0400,H-03,H,2026-03-07 03:00,mechanical,OSF,high,"[afternoon shift, HL] Torque spiked to 68 Nm during load-bearing pass. No visible damage yet but monitoring closely."
N0401,M-01,M,2026-03-03 11:00,mechanical,OSF,high,"Drive shaft strain noted at 63 Nm, above normal band. No visible damage yet but monitoring closely."
N0402,H-03,H,2026-06-09 06:00,software,,medium,"Calibration offset flagged as stale by control software, recalibration recommended. Flagging for supervisor awareness only."
N0403,L-03,L,2026-03-10 23:00,software,,medium,"[afternoon shift, TF] PLC logged a non-critical startup warning, no action required yet. Will revisit during next scheduled PM."
N0404,M-03,M,2026-01-24 16:00,mechanical,,low,"Routine lubrication performed ahead of schedule, no issues noted."
N0405,H-03,H,2026-04-11 16:00,electrical,HDF,medium,Cooling fan noticeably underperforming compared to baseline. Will recheck next cycle before flagging further.
N0406,L-01,L,2026-06-28 03:00,software,,low,"Data logger missed a few readings due to network hiccup, backfilled from buffer."
N0407,H-02,H,2026-05-02 01:00,software,,medium,"Data logger missed a few readings due to network hiccup, backfilled from buffer."
N0408,M-03,M,2026-06-18 08:00,software,,low,"[afternoon shift, RK] PLC logged a non-critical startup warning, no action required yet. Flagging for supervisor awareness only."
N0409,M-01,M,2026-07-30 21:00,electrical,,low,"Control panel indicator flickering intermittently, no fault code raised. Consistent with prior shift notes."
N0410,M-04,M,2026-02-09 06:00,software,,medium,"[morning shift, HL] Data logger missed a few readings due to network hiccup, backfilled from buffer. Flagging for supervisor awareness only."
N0411,H-02,H,2026-04-13 11:00,mechanical,TWF,medium,"Tool wear reading at 98% of rated life on the insert. Operator flagged rough finish and slight burring on edges. Holding production, replacing tool now."
N0412,L-03,L,2026-06-28 08:00,electrical,HDF,medium,"Cooling fan noticeably underperforming compared to baseline. Coolant flow rate looks nominal, escalating to electrical team."
N0413,M-03,M,2026-06-13 14:00,software,,low,"Calibration offset flagged as stale by control software, recalibration recommended. Consistent with prior shift notes."
N0414,H-02,H,2026-04-20 02:00,software,,medium,"[night shift, HL] Data logger missed a few readings due to network hiccup, backfilled from buffer. No further action needed at this time."
N0415,M-02,M,2026-04-30 00:00,software,,medium,"Calibration offset flagged as stale by control software, recalibration recommended."
N0416,L-01,L,2026-01-22 17:00,safety,,low,"Operator reported faint odor near motor housing, paused for inspection, cleared."
N0417,L-02,L,2026-02-04 12:00,safety,,medium,"[night shift, MJ] Weekly E-stop test completed, button responded within spec. Flagging for supervisor awareness only."
N0418,M-04,M,2026-05-21 23:00,electrical,HDF,medium,Cooling fan noticeably underperforming compared to baseline. Will recheck next cycle before flagging further.
N0419,H-02,H,2026-01-22 16:00,software,,low,"HMI froze briefly during shift changeover, restarted normally. Will revisit during next scheduled PM."
N0420,L-01,L,2026-03-16 21:00,safety,RNF,high,"Unexplained fault, all readings nominal prior to stop, treating as stochastic occurrence."
N0421,L-03,L,2026-06-20 12:00,mechanical,TWF,medium,"Tool wear reading at 97% of rated life on the cutting edge. Surface finish degrading, visible chatter marks on last batch. Holding production, replacing tool now."
N0422,M-02,M,2026-06-08 19:00,mechanical,,high,"Unusual but faint clicking from gearbox, inspected, no fault found."
N0423,H-02,H,2026-07-29 02:00,electrical,,low,Re-terminated a loose sensor wire found during PM check. Will revisit during next scheduled PM.
N0424,M-03,M,2026-07-19 04:00,mechanical,,low,"[morning shift, SP] Routine lubrication performed ahead of schedule, no issues noted. No further action needed at this time."
N0425,H-01,H,2026-01-15 17:00,electrical,,medium,"Control panel indicator flickering intermittently, no fault code raised. Consistent with prior shift notes."
N0426,H-01,H,2026-03-01 17:00,mechanical,OSF,high,"Drive shaft strain noted at 65 Nm, above normal band. No visible damage yet but monitoring closely."
N0427,M-01,M,2026-03-14 13:00,electrical,,low,"Control panel indicator flickering intermittently, no fault code raised. Will revisit during next scheduled PM."
N0428,M-03,M,2026-06-04 13:00,mechanical,,low,"[afternoon shift, AS] Belt tension slightly loose, adjusted on the spot, no downtime."
N0429,M-01,M,2026-06-28 22:00,mechanical,OSF,high,"[night shift, HL] Drive shaft strain noted at 75 Nm, above normal band. No visible damage yet but monitoring closely."
N0430,H-03,H,2026-01-24 23:00,software,,low,"[morning shift, OY] Data logger missed a few readings due to network hiccup, backfilled from buffer."
N0431,H-02,H,2026-07-03 09:00,mechanical,OSF,high,Machine stalled briefly under combined high-torque/low-speed condition. Paused run to inspect spindle alignment.
N0432,L-01,L,2026-06-18 23:00,safety,RNF,high,"Machine halted with no abnormal precursor across any monitored channel, logged as unclassified."
N0433,H-02,H,2026-07-13 05:00,electrical,,medium,"[afternoon shift, SP] Replaced a blown control-panel fuse, machine back online same shift."
N0434,M-03,M,2026-05-05 15:00,software,,low,"Calibration offset flagged as stale by control software, recalibration recommended. No further action needed at this time."
N0435,L-02,L,2026-02-27 11:00,electrical,HDF,medium,"Process/air temperature delta measured at only 2.9C, below expected dissipation range. Checked airflow path, minor dust buildup cleared."
N0436,M-02,M,2026-02-28 23:00,mechanical,TWF,high,"[morning shift, OY] Tool wear reading at 98% of rated life on the insert. Logged for tracking, still within tolerance for now."
N0437,H-03,H,2026-01-16 06:00,safety,,low,"Weekly E-stop test completed, button responded within spec. No further action needed at this time."
N0438,H-03,H,2026-05-09 20:00,safety,RNF,high,"Sudden stop, no sensor trend anomaly beforehand, ruled out TWF/HDF/PWF/OSF causes on inspection."
N0439,M-01,M,2026-06-03 20:00,mechanical,TWF,medium,"[morning shift, MJ] Tool wear reading at 87% of rated life on the cutting edge. Recommend insert swap before next shift."
N0440,H-01,H,2026-05-05 19:00,mechanical,,medium,"[night shift, TF] Minor vibration on bearing housing during startup, will monitor next cycle. Consistent with prior shift notes."
N0441,L-03,L,2026-05-29 23:00,mechanical,OSF,high,Torque spiked to 70 Nm during load-bearing pass. Paused run to inspect spindle alignment.
N0442,M-01,M,2026-03-02 21:00,mechanical,TWF,medium,"Tool wear reading at 77% of rated life on the tool tip. Surface finish degrading, visible chatter marks on last batch. Recommend insert swap before next shift."
N0443,L-01,L,2026-07-05 03:00,safety,,low,"[afternoon shift, RK] Operator reported faint odor near motor housing, paused for inspection, cleared. No further action needed at this time."
N0444,L-03,L,2026-04-12 00:00,mechanical,,low,"Small coolant weep near spindle seal, scheduled for replacement, not urgent."
N0445,L-02,L,2026-07-28 17:00,mechanical,,medium,"Minor vibration on bearing housing during startup, will monitor next cycle."
N0446,L-02,L,2026-05-28 23:00,mechanical,,low,"Routine lubrication performed ahead of schedule, no issues noted."
N0447,M-01,M,2026-01-27 17:00,mechanical,TWF,medium,"Tool wear reading at 78% of rated life on the tool holder. Surface finish degrading, visible chatter marks on last batch. Scheduled tool change during next planned stop."
N0448,H-02,H,2026-03-16 09:00,electrical,,medium,"Control panel indicator flickering intermittently, no fault code raised. No further action needed at this time."
N0449,M-02,M,2026-01-16 03:00,electrical,PWF,high,"Breaker tripped once this shift, reset and monitoring. No repeat occurrence yet, logging for pattern tracking."
N0450,H-03,H,2026-02-27 23:00,electrical,,medium,"Ran diagnostic on drive controller as precaution, no anomalies found. Consistent with prior shift notes."
